"subject","score"
"eng",83.5696527192685
"eng",81.0811564170317
"eng",80.0006942465429
"eng",78.5800311961363
"eng",78.31523565797
"eng",75.7944193735279
"eng",76.9814471261697
"eng",78.9990480306857
"eng",86.163819691166
"eng",79.1268463747446
"eng",78.1241322626712
"eng",75.3256426133697
"eng",80.0990939138873
"eng",80.1919514703235
"eng",78.0370570631032
"eng",79.705826758996
"eng",79.7887088163093
"eng",82.6313793048106
"eng",84.4791933930611
"eng",76.7981426029769
"eng",83.4374732904841
"eng",77.1439207308431
"eng",78.8029374477955
"eng",79.4789178212876
"eng",75.7340008645463
"eng",80.6185781573348
"eng",78.77842126986
"eng",77.6249715486528
"eng",81.0900393426154
"eng",82.3339363096571
"eng",84.22788840034
"eng",80.7642738851189
"eng",81.1335778017054
"eng",78.4379909055308
"eng",79.3410252524126
"eng",85.0790130475726
"eng",79.8686993064385
"eng",82.2606096307989
"eng",79.5500774681944
"eng",81.8617993014001
"eng",84.0880344516203
"eng",80.0485163617824
"eng",82.6801195719099
"eng",79.713465342892
"eng",75.5558529629063
"eng",79.9542229097264
"eng",78.3391912473926
"eng",77.4434316690241
"eng",81.414305627358
"eng",83.0213920918313
"eng",76.4996731279095
"eng",82.9079057873658
"eng",84.310646142496
"eng",81.2367260697303
"eng",78.6087606539918
"eng",77.8215069608569
"eng",81.9479612672738
"eng",82.8104805945737
"eng",80.6696667387795
"eng",76.0398627559802
"eng",76.0353295862614
"eng",83.0763119241376
"eng",79.3897087168864
"eng",80.3972037513331
"eng",82.4660671462151
"eng",78.5976744184394
"eng",81.2383664404812
"eng",78.9637581573239
"eng",77.4056685161902
"eng",83.1167558628003
"eng",79.8361165629646
"eng",80.8629937801905
"eng",77.6547818404643
"eng",79.5374935497405
"eng",79.4935433978236
"eng",85.501056376331
"eng",84.3696932268859
"eng",82.4332901593662
"eng",80.8010666715786
"eng",80.4297784380406
"eng",81.0978840950172
"eng",82.7101455602295
"eng",79.1120166726745
"eng",79.1418493406986
"eng",79.4843773649978
"eng",84.835501266044
"eng",79.0862395515445
"eng",80.6983555325589
"eng",79.4194728850463
"eng",76.5150536815205
"eng",76.4165971712334
"eng",79.5241726519512
"eng",86.1095657981247
"eng",81.9660054652267
"eng",76.4188348629025
"eng",82.6015084025097
"eng",78.1816259661577
"eng",76.4010172364912
"eng",81.1456839010224
"eng",77.5238973835667
"eng",80.9384135910999
"eng",80.4876616415716
"eng",82.3517992573327
"eng",82.0827865798279
"eng",73.4568394029797
"eng",74.9191247822868
"eng",77.565269348853
"eng",85.2868248146938
"eng",83.3558316472077
"eng",80.4396070170393
"eng",79.1648586759452
"eng",80.9884258814691
"eng",82.8056333497312
"eng",84.261037671908
"eng",79.2030762733401
"eng",85.5786301943761
"eng",80.5400540690894
"eng",78.5851298100435
"eng",78.0234252515067
"eng",80.3020283736384
"eng",79.5403822039117
"eng",73.3712520515651
"eng",74.5703677954597
"eng",76.6908688254879
"eng",78.8737140293361
"eng",81.7494946632119
"eng",81.21588286346
"eng",80.6768117436486
"eng",78.033634537398
"eng",79.9954540212945
"eng",80.0615987413782
"eng",82.4106410229775
"eng",81.4897819108921
"eng",82.2563770366649
"eng",80.9458264095014
"eng",80.0949998972833
"eng",78.4519291250076
"eng",80.6036530489506
"eng",80.8945932539204
"eng",81.3607510556446
"eng",81.7809170097379
"eng",74.8595303660778
"eng",78.3709766518256
"eng",77.292446158759
"eng",79.5756981476953
"eng",81.2176763756347
"eng",78.9058449942532
"eng",84.0335413965928
"eng",79.8298240454044
"eng",75.6230885203635
"eng",79.9197907832209
"eng",78.7549626013976
"eng",80.5349526728181
"eng",78.2170833329918
"eng",80.376072549764
"eng",78.8470262758699
"eng",81.5541482007117
"eng",73.4127224002357
"eng",76.9003676632867
"eng",78.7892354743039
"eng",79.2520700942626
"eng",80.1495598224358
"eng",83.6467600775282
"eng",81.974916149815
"eng",76.6602612214899
"eng",77.7859986371915
"eng",77.8673627907935
"eng",81.0930894460011
"eng",81.3059956500842
"eng",74.7674154334922
"eng",82.2379370722791
"eng",79.829955628092
"eng",78.1709452616056
"eng",86.05110929
"eng",77.2996337078178
"eng",80.5662103524922
"eng",81.5566316776696
"eng",78.9107003059064
"eng",72.3900369225298
"eng",78.2554073023404
"eng",85.649647042581
"eng",85.4094452091612
"eng",78.7847417683186
"eng",79.7669540021214
"eng",86.4154475658637
"eng",80.3016953434048
"eng",78.3067757516402
"eng",82.1577803652522
"eng",78.30146510558
"eng",77.8691668560996
"eng",83.1426435972611
"eng",74.7152866256604
"eng",78.0053936121632
"eng",85.7925023583213
"eng",81.4371670103379
"eng",81.1025923908995
"eng",82.3300653062897
"eng",86.4814031551886
"eng",79.8756626418382
"eng",77.8702042803352
"eng",81.1850508479944
"eng",81.5664587876531
"eng",87.2378945360848
"eng",80.6029286223965
"phys",84.7552055984118
"phys",68.3829731515
"phys",72.1928374006641
"phys",77.3671692082317
"phys",78.9605998258643
"phys",79.7873234793481
"phys",81.8628355477743
"phys",90.3390107124503
"phys",74.8076187595994
"phys",78.4222548617988
"phys",89.1851188892431
"phys",83.5213152626304
"phys",79.0769515624701
"phys",70.8746519667846
"phys",76.5289349990421
"phys",70.9611344819128
"phys",80.5123723762329
"phys",80.093670129473
"phys",73.4751569294754
"phys",74.0465207011393
"phys",69.5002769206156
"phys",80.7044373866946
"phys",76.4218961038929
"phys",80.477559677031
"phys",80.8893976946475
"phys",92.6516888457273
"phys",80.4894721513071
"phys",79.7688205075551
"phys",83.6128019646653
"phys",92.2507297452163
"phys",65.3424698324015
"phys",88.7745120745816
"phys",82.3217085025214
"phys",80.8644930065644
"phys",71.3001041232462
"phys",84.5973524401659
"phys",75.0801365609828
"phys",84.4317479813493
"phys",71.0932313614825
"phys",80.389924154346
"phys",67.113250270902
"phys",77.0990497032007
"phys",79.8148004278786
"phys",85.1984078431987
"phys",72.672755475389
"phys",88.9899485818586
"phys",76.1547551196581
"phys",80.1568558228278
"phys",78.6426299676213
"phys",76.9238782274703
"phys",76.6346819214484
"phys",78.1967230044424
"phys",70.5213833949707
"phys",71.1494937772086
"phys",82.7107640511197
"phys",76.9029235994733
"phys",71.4651601030841
"phys",67.2360475354332
"phys",77.4051407965518
"phys",84.7007747626418
"phys",77.8812929961771
"phys",91.4655988152639
"phys",75.4000210038543
"phys",78.3421025790126
"phys",87.3196365007058
"phys",80.6024942837265
"phys",77.0304642869715
"phys",78.1973316905601
"phys",87.6144344717474
"phys",77.5824870496609
"phys",81.1282073904167
"phys",94.3209723656213
"phys",98.7085489951942
"phys",81.3938802874046
"phys",89.6947113315108
"phys",80.0092875763258
"phys",80.4622610555401
"phys",83.0099730688616
"phys",82.5992226399311
"phys",84.5095067036632
"phys",70.824223184319
"phys",82.5394051565997
"phys",74.703914929787
"phys",80.642562228276
"phys",77.4282493326499
"phys",85.3981980747494
"phys",81.3173741009467
"phys",86.6494892538082
"phys",68.1537893284895
"phys",84.3398254955069
"phys",85.9301764079646
"phys",70.9648320302961
"phys",89.8053309124253
"phys",77.2811038836586
"phys",70.0883597762901
"phys",83.0899420975183
"phys",74.9802341173594
"phys",80.2106414374748
"phys",73.5645916548256
"phys",82.9617329226065
"phys",83.1595573097507
"phys",87.2397621457854
"phys",85.1231399591854
"phys",70.664945082374
"phys",77.2690474561788
"phys",75.1407233509513
"phys",73.8125176999924
"phys",75.3547685265785
"phys",74.870618342139
"phys",89.6409694026378
"phys",84.673534446004
"phys",71.9082557199731
"phys",77.7273055454554
"phys",77.9754975582911
"phys",71.7015595494673
"phys",80.3902977357981
"phys",74.8775112087657
"phys",62.007592383147
"phys",80.8987939666167
"phys",92.9208407708052
"phys",92.0484610319223
"phys",76.4492685435323
"phys",64.926886152292
"phys",68.1410330840184
"phys",82.8975985815913
"phys",81.1443392281301
"phys",70.2924421097932
"phys",85.8424641442401
"phys",87.187214992946
"phys",86.9248719654061
"phys",89.4945299848929
"phys",79.6305748744729
"phys",85.4496703491859
"phys",84.572792788161
"phys",77.9999145378811
"phys",83.9802357628517
"phys",73.6353708318073
"phys",77.4254282592196
"phys",77.1493335815264
"phys",79.3219731642047
"phys",74.1302011679633
"phys",72.0620296112249
"phys",80.5117080551598
"phys",71.0857292636854
"phys",83.2837146469503
"phys",84.5609839172704
"phys",90.2657185565818
"phys",66.3940638543001
"phys",81.1135409869242
"phys",78.8829331597967
"phys",74.2530410229527
"phys",90.1958263417304
"phys",65.4939701105673
"phys",87.4649942371566
"phys",74.8693139764631
"phys",85.6303419996185
"phys",83.5287836781953
"phys",74.1232192199624
"phys",75.3920117031829
"phys",78.3293414212342
"phys",74.4304749266626
"phys",83.1244959313745
"phys",77.5186655148116
"phys",64.4832164183794
"phys",89.6064518594403
"phys",74.874128071335
"phys",84.8516785622724
"phys",77.4681309792295
"phys",72.9466043911562
"phys",88.3297909488678
"phys",68.1889154741079
"phys",80.4945957390777
"phys",74.0564846799096
"phys",77.5065944131386
"phys",67.78670100568
"phys",75.9282182135557
"phys",69.3516298799456
"phys",92.5956478869791
"phys",85.3803712438278
"phys",74.2445262952659
"phys",86.6207732695838
"phys",75.9448976844552
"phys",84.2458390607586
"phys",94.9331043898497
"phys",73.6741858140957
"phys",78.7086585545582
"phys",90.2502918645621
"phys",90.1808031583661
"phys",78.3130822563864
"phys",70.8413056638023
"phys",68.4967694907225
"phys",74.4375766138952
"phys",91.4415349108955
"phys",72.4703301188735
"phys",76.1253558917204
"phys",72.3570869213581
"phys",71.9126999044177
"phys",97.4302712764834
"phys",84.7423655111768
"phys",82.0095691603796
"phys",76.7057531054726
"phys",77.9605438527823
"phys",74.6944042532487
"phys",85.416992125597
"phys",78.9829466801586
"phys",75.9340361224504
"phys",88.6041935289364
"phys",67.4449435372311
"phys",88.5373145925241
"phys",83.318505183698
"phys",88.8469023383174
"phys",80.1889519566261
"phys",87.8323814541927
"phys",71.3259123257934
"phys",72.1572841794276
"phys",68.5406313207171
"phys",83.360214298688
"phys",79.294889627786
"phys",78.4999727283322
"phys",82.4535792049875
"phys",72.8415334969998
"phys",80.2261761728595
"phys",73.3694489388879
"phys",74.1973009348091
"phys",81.302357013392
"phys",93.7075995179886
"phys",86.6973529202982
"phys",75.8427207651386
"phys",91.3783450881106
"phys",75.5111220322016
"phys",78.4530214118816
"phys",90.1049357269166
"phys",78.2444441484406
"phys",72.5055034427076
"phys",80.6409877276309
"phys",77.3416546270405
"phys",80.946199409978
"phys",74.4288955667448
"phys",82.3083706923652
"phys",84.1771586110882
"phys",73.8410916622171
"phys",71.2136529715415
"phys",80.9621614545572
"phys",79.9904514124286
"phys",77.9896066976178
"phys",73.3290100756793
"phys",82.6277459526012
"phys",80.5835345096689
"phys",82.2462608106995
"phys",71.7009314789587
"phys",71.4769035586359
"phys",86.5645620097677
"phys",90.6561306869698
"phys",75.5645057541307
"phys",81.3877398455818
"phys",75.2665933962426
"phys",72.4738197954831
"phys",81.4231882766695
"phys",88.1748936968842
"phys",69.8760116520019
"phys",67.8301470701625
"phys",81.570036116609
"phys",84.0410038230025
"phys",82.7284411321322
"phys",85.0908630003795
"phys",74.5401560273484
"phys",81.6525517559297
"phys",82.3477925560233
"phys",82.9212635216592
"phys",80.9667953342962
"phys",80.7200639130366
"phys",88.1311737074016
"phys",74.3173850006797
"phys",76.2476712432852
"phys",83.5426222927953
"phys",74.4913721022187
"phys",85.7354438398235
"phys",64.9040078216947
"phys",92.5309761654883
"phys",89.8268578672021
"phys",84.2082312661387
"phys",77.5555378828339
"phys",85.3275412661202
"phys",75.4811964285984
"phys",71.9381505785537
"phys",80.5677830460557
"phys",77.9679846392766
"phys",81.2517349467914
"phys",83.7765006037946
"phys",85.7166621068286
"phys",82.3708223159949
"phys",79.1074820424988
"phys",80.5134457255517
"phys",86.861193853903
"phys",96.0891154383011
"phys",86.2795790915945
"phys",85.1424962885801
"phys",68.2934300689968
"phys",71.7998926122955
"phys",78.9285689821971
